songs,seg,lyricist,specific
作詞：邱建豪作曲：盧可沛白日裡的螢火蟲照著鏡子看著自己認不得笑得再五光十色好不獨特空有對翅膀又如何溫室裡的玫瑰再鮮豔不過調色盤上一滴血演著孤芳自賞自艾自憐更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 再精彩不過是類似你的左邊右邊還不如當隻撲火的蝶他們都說你錯了 你不該撲火的沒什麼 不過是有點特別還不如當隻撲火的蝶自得其樂好過無人知曉的凋萎沒什麼 我就是有點特別沒什麼 我就是不想隨便地告別,"['不過', '沒什麼', '有點', '自艾', '凋萎', '不如', '裡的', '螢火蟲照', '著鏡子', '看著', '獨特空', '溫室裡', '再鮮', '調色盤', '血演', '孤芳', '自賞', '自憐', 'Mojim', '類似', '左邊', '邊還', '他們', '特別還', '其樂好', '過無人', '知曉', '特別', '隨便', '告別', '五光十色', '自得', '白日', '一滴', '玫瑰', '翅膀', '精彩', '就是', '不想', '不得', '如何', '自己']",邱建豪,邱建豪
作詞：邱建豪作曲：李建廷、盧可沛、邱建豪旅行的起點不需要形狀只要心已經開始流浪他背起行囊 裝進天真理想手中的地圖沒標示方向只有與生俱來的渴望沒想過投降 混蛋一樣地闖更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 受了傷還不停下 人們笑愚者多傻但不在乎終點模樣 才能開始得漂亮在每一個今天的笑容中醒來跨過昨日眼淚匯集的港灣傻裡傻氣地在 每一個今天的夢想中醒來放手所有過去未來 只擁抱此刻的燦爛,"['中醒', '起點', '形狀', '心已', '經開始', '裝進', '地圖', '標示', '生俱來', '沒想過', '一樣', 'Mojim', '傷還', '人們', '終點', '模樣', '一個', '跨過', '眼淚', '匯集', '港灣', '傻裡', '傻氣', '每一個', '過去', '未來', '擁抱', '燦爛', '愚者', '始得', '今天', '行囊', '背起', '混蛋', '流浪', '放手', '天真', '不在乎', '旅行', '渴望', '笑容', '漂亮', '不停', '此刻', '理想', '投降', '手中', '才能', '方向', '只要', '昨日', '所有', '只有', '需要']",邱建豪,邱建豪
作詞：邱建豪作曲：邱建豪、郭哲成沒有行李 沒有目的 一個人旅行在無邊黑暗裡 直到耗盡勇氣卻無人回應忘記了呼吸 直到誰的溫熱把我喚醒指引卻無法觸及那絕對的距離 投射光芒的你我獨自盤旋在看得見你的軌道仰望著你一圈再一圈的圍繞我不能靠近 卻也不願遠離習慣在你影子裡遊戲我的孤寂你成為了定律我放棄了時間更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 轉過了一天過了一季過一年你一如往常發著光 而我就這樣安靜地被遺忘我沉睡時幻想 你就在我身旁清醒卻發現 你仍然遠方你聽見了嗎 我在這裡歌唱一個人一個星球等待你一個回答也許有天時間把願望都埋葬只留下我為你踱步的殘響你一如往常發著光 而我就這樣安靜地被遺忘滿足地被遺忘幸福的被遺忘,"['一個', '遺忘', '地被', '沒有', '發著光', '這樣', '安靜', '一如', '往常', '一圈', '無邊', '耗盡', '勇氣', '無人', '回應', '忘記', '溫熱', '喚醒', '無法觸', '那絕', '距離', '獨自盤', '軌道', '圍繞', '不願', '遠離', '習慣', '裡遊戲', '成為', '我放棄', '時間', 'Mojim', '轉過', '過了', '發現', '遠方', '這裡', '許有', '天時間', '願望', '殘響', '滿足', '直到', '忘我', '孤寂', '星球', '踱步', '沉睡', '一季', '投射', '仰望', '埋葬', '歌唱', '指引', '光芒', '旅行', '身旁', '行李', '幻想', '清醒', '定律', '影子', '靠近', '黑暗', '呼吸', '幸福', '等待', '留下', '回答', '目的', '一天', '一年', '仍然', '不能']",邱建豪,邱建豪
作詞：邱建豪作曲：邱建豪二十八號 下午六點 尷尬的硬幣在口袋裡憋撕掉了又一頁日曆 蓋上又一碗泡麵破吉他在一邊 鑲的珠貝像從前耀眼它從沒改變 從沒改變作文紙上 我的志願 什麼時候變成樁天大謊言夢有保存期限 生活不能刷卡就只能付現能不再給我幾天 也許就一首歌的時間和我同病相憐 同病相憐騎士墜鬼馬 你要帶我飛向何方海市蜃樓還是香格里拉時間的籌碼 全梭了太不像話世界別讓我看著自己的靈魂死亡更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 誰還記得從前從前好結局的童話上演不上演真心話大冒險 真心沒了硬著頭皮大冒險讓我再許一個願 許他們白頭偕老不分別時代的冷屁股 和我的熱臉希望失望 盼望絕望相同的程式碼 複製相同的傻瓜傻瓜不傻 傻瓜很棒在絕望裡記得最初的希望騎士墜鬼馬 不管你飛向什麼鬼地方我都恣意放肆大聲歌唱時間的籌碼 全梭了那又怎麼樣最起碼不必看著自己的靈魂死亡,"['時間', '傻瓜', '改變', '什麼', '同病', '相憐', '騎士', '飛向', '籌碼', '全梭', '靈魂', '冒險', '真心', '上演', '死亡', '相同', '六點', '尷尬', '硬幣', '一頁', '一邊', '珠貝像', '紙上', '志願', '時候', '變成', '謊言夢有', '付現', '給我', '幾天', '也許', '蜃樓', '還是', 'Mojim', '還記', '結局', '童話', '著頭', '皮大', '許一個', '許他們', '白頭', '不分別', '時代', '熱臉', '絕望', '絕望裡', '記得', '大聲', '怎麼樣', '起碼', '看著', '海市', '很棒', '偕老', '一首歌', '香格里拉', '希望', '撕掉', '吉他', '恣意', '刷卡', '二十八', '程式', '作文', '放肆', '何方', '耀眼', '盼望', '歌唱', '天大', '一碗', '口袋', '屁股', '失望', '自己', '期限', '保存', '最初', '不必', '下午', '不管', '不再', '只能', '生活', '地方', '世界', '不能']",邱建豪,邱建豪
作詞：邱建豪作曲：邱建豪我是怎麼了 又礙著你煩著你了莫名其妙的沒有來由的 又要對我發脾氣了你是怎麼了 不想再說對不起了沒做錯什麼可愛又認真 到底哪裡惹到你了吃了炸藥 就待在家好好休息如果更年期...... (你討厭我我更討厭你醜八怪)被你討厭也沒關係 反正我也不是生來討你開心我就要做自己 麻煩你滾一邊去你越討厭我越開心 被你這種人喜歡我才要擔心更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 我是不是和你 一樣頭殼有問題你現在就給我閉嘴 從今天起我再也不要再也不要逆來順受我要以牙還牙以眼還眼以毒攻毒一二三四五六七八賞你一巴掌 喔耶被你討厭也沒關係 反正我也不是生來討你開心我就要做自己 麻煩你滾一邊去我比你討厭我討厭你 被你這種人喜歡我才要擔心我是不是和你 一樣頭殼有問題 你的頭殼有問題我就是討厭你,"['討厭', '開心', '頭殼', '問題', '怎麼', '沒關', '生來', '麻煩', '一邊', '這種', '喜歡', '擔心', '一樣', '一二三四五', '反正', '再也', '又礙', '煩著', '發脾氣', '不起', '錯什麼', '可愛又認', '哪裡', '炸藥', '......', '醜八怪', 'Mojim', '現在', '就給', '閉嘴', '逆來', '順受', '以牙', '還牙', '以眼', '還眼', '賞你', '是不是', '以毒攻毒', '就要', '更年期', '不要', '七八', '一巴掌', '莫名其妙', '不是', '自己', '在家', '好好', '休息', '不想', '到底', '今天', '如果', '就是']",邱建豪,邱建豪
作詞：邱建豪作曲：盧可沛、邱建豪我們好像 都是那種不能寂寞的人不能一個人走在台北街頭的人霓虹燈造的夜色 鮮豔得很冰冷誰都無法取代你擁抱的體溫我們好像 都是那種不能寂寞的人不能沒說晚安就做好夢的人沉默的月亮看著 睡不著也醒不來的我 我們 需要彼此的我們再也不能寂寞了 自從愛介入我們也許時空暫時區隔 想念牽引著每個時刻再也不會寂寞了 好的未來就要來了相信著美好 它正在發生更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 再也不會寂寞了我們好像 都是那種不能寂寞的人不能獨自在咖啡廳等待日落的人一杯全糖的溫熱 卻還是苦澀只是因為 一個人少了一個人我在沒有你的城市 追逐著你的影子傻傻期待 每一個你光臨的日子愛著你 我成了不能寂寞的人再也無法習慣一個人兩人的美好 總會到達的只要我們深愛著,"['我們', '寂寞', '一個', '那種', '不能', '無法', '不會', '再也', '好像', '美好', '街頭', '燈造', '擁抱', '體溫', '沒說', '看著', '睡不著', '不來', '自從', '許時', '空暫', '時區', '牽引著', '每個', '時刻', '未來', '發生', 'Mojim', '獨自', '全糖', '溫熱', '還是', '苦澀', '因為', '每一個', '光臨', '愛著', '我成', '習慣', '兩人', '總會', '深愛著', '霓虹', '晚安', '傻傻', '日落', '人少', '再也不能', '想念', '夜色', '台北', '冰冷', '追逐', '咖啡', '月亮', '影子', '一杯', '沉默', '彼此', '介入', '期待', '取代', '做好', '等待', '日子', '相信', '就要', '只要', '城市', '正在', '只是', '需要']",邱建豪,邱建豪
feat. 廖文強作詞：邱建豪、郭哲成作曲：邱建豪、郭哲成你孤獨地冒險 任由寂寞氣味瀰漫盤旋你說你不怕黑 已習慣夜色相陪遊走城市邊界 遍尋不著一個擁抱 溫柔以對努力勉強的笑臉 越傷痕累累再勇敢一點 潰堤的淚水 不代表妥協別讓自卑淹沒 你所有的視線倔強跨越那些不完美再坦然一些 白晝或黑夜 都值得紀念去細數故事裡 無論甜美心碎傷口也能開出燦爛的玫瑰誰再一次否決 再一次用謊言掩蓋歧見不安於世的罪 是驕傲的註解更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 從現在起拒絕 一張張偽善臉孔 全都被打碎迷霧散去的原野將風光明媚再勇敢一點 潰堤的淚水 不代表妥協別讓自卑淹沒 你所有的視線倔強跨越那些不完美再坦然一些 白晝或黑夜 都值得紀念去細數故事裡 無論甜美心碎傷口也能開出燦爛的玫瑰我喜歡你無畏的雙眼再勇敢一點 潰堤的淚水宣言了明天曾劇烈的疼痛都會蛻變我們不完美 所以完美再坦然一些 白晝或黑夜都值得紀念去珍惜故事裡 所有甜美心碎傷口已然開出燦爛的玫瑰,"['一點', '潰堤', '淚水', '白晝', '紀念', '傷口', '開出', '燦爛', '心碎', '完美', '甜美', '坦然', '玫瑰', '黑夜', '妥協別', '視線', '倔強', '細數', '無論', '勇敢', '自卑', '故事', '值得', '跨越', '所有', '一些', 'feat', '獨地', '冒險', '氣味', '漫盤', '已習慣', '遊走', '邊界', '尋不著', '一個', '擁抱', '溫柔', '勉強', '越傷', '否決', '謊言', '掩蓋', '歧見', '驕傲', 'Mojim', '從現', '拒絕', '一張', '張偽善', '臉孔', '迷霧', '將風光', '喜歡', '無畏', '雙眼', '曾劇烈', '蛻變', '我們', '代表', '明媚', '那些', '累累', '任由', '相陪', '一次', '打碎', '珍惜', '原野', '已然', '夜色', '寂寞', '宣言', '疼痛', '不安', '全都', '不怕', '明天', '努力', '城市', '所以']",邱建豪、郭哲成,邱建豪
作詞：邱建豪作曲：邱建豪寂寞的大孩子 在薄暮中流浪未熄的星光陪著他說話怎麼所愛的人 都不知去向怎麼重要的回憶 都不見啦寂寞的大孩子 踏著時間的海浪潮起潮落 淘走珍藏的時光行囊輕盈啦 準備前往下個地方只是身邊的人 你怎麼哭啦更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 寂寞的大孩子啊他的掌紋曾是誰安睡的星空啊寂寞的大孩子啊她的臉龐曾是誰親吻的花啊滲出的記憶染白了頭髮故事也渲暈成晚霞晚霞裡月亮輕輕牽著他走向 更遠的地方往不寂寞的天堂,"['寂寞', '怎麼', '孩子', '晚霞', '陪著', '所愛的', '回憶', '不見', '踏著', '時間', '淘走', '時光', '輕盈', '準備', '下個', '身邊', 'Mojim', '掌紋', '龐曾', '親吻', '滲出', '記憶染白', '了頭', '渲暈成', '輕輕', '牽著', '更遠', '潮起潮落', '安睡', '薄暮', '行囊', '星空', '不知去向', '海浪', '珍藏', '地方', '流浪', '星光', '天堂', '月亮', '前往', '故事', '走向', '只是', '重要']",邱建豪,邱建豪
作詞：邱建豪作曲：邱建豪、盧可沛鏡子裡 尷尬狼狽的我今天依然努力畫上笑容不是為誰 只為自己加油做過些比宇宙大的夢以為能把世界舉在肩頭狠摔了跟斗才知道自己從來不是英雄不願生命 成一部悲劇小說就算要我 屢敗屢戰得像個小丑我還沒有作好被打倒的準備就算心淌著血 失去所有夢和眼淚更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 攀著懸崖邊緣 疼痛已無所謂我不後退 哪怕輸了一切回到原點我並不會作好被打倒的準備就算心已破碎 反射月光照亮黑夜不是倔強的刺蝟 是勇敢的蝴蝶我還能飛 就無懼遙遠世界擁有 千萬個擊潰我的理由可我有不認輸的自由若有一天 生命的盡頭不可避免回首不求眷戀 只求無一點悔我還能飛 到那更遙遠,"['準備', '還能', '遙遠', '就算', '作好', '打倒', '生命', '鏡子裡', '尷尬', '狼狽', '畫上', '只為', '過些', '舉在', '肩頭', '從來', '不願', '悲劇', '屢敗', '戰得', '還沒有', '心淌', '著血', '眼淚', 'Mojim', '攀著', '懸崖', '邊緣', '已無所謂', '不後退', '原點', '並不會', '心已', '倔強', '無懼', '擁有', '千萬個', '擊潰', '認輸', '盡頭', '眷戀', '無一點', '不是', '跟斗', '小丑', '不求', '回首', '只求', '加油', '世界', '照亮', '蝴蝶', '若有', '破碎', '黑夜', '月光', '勇敢', '反射', '不可避免', '宇宙', '笑容', '哪怕', '疼痛', '自己', '英雄', '一部', '理由', '失去', '努力', '自由', '依然', '回到', '一天', '一切', '今天', '所有', '知道']",邱建豪,邱建豪
遊戲記憶的怪物 - 命運的抉擇宣傳曲作詞：邱建豪作曲：邱建豪、盧可沛反覆地溫習 你留下的痕跡總能讓我感到安心外套和日記 手錶或眼鏡裝載你的氣息和我的回憶獨處的房間裡 我側耳傾聽以為是你聲音卻是窗外微風 吹動的風鈴嘲笑著我心又漾起漣漪墜入時間漩渦裡看著你 不必多說什麼也會微笑喜歡你 回望著我也上揚的嘴角再一次就好 我想我做得到勇敢去擁有我們的美好更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 每個熟悉街景 都是你身影雲淡究竟怎麼風輕眼淚已隨時間 逐漸地乾涸記憶裡的你卻越發清澈依然讓我心動著看著你 不必多說什麼也會微笑喜歡你 回望著我也上揚的嘴角再一次就好 我想我做得到勇敢去擁有我們的美好喜歡你 就算旁人說有多麼可笑愛著你 就算世界與我為敵也好再一次就好 我一定做得到勇敢去擁有我們的美好這一次換我守護你 好不好,"['喜歡', '擁有', '我們', '什麼', '上揚', '勇敢', '美好', '回望', '一次', '我心', '嘴角', '得到', '微笑', '就算', '不必', '遊戲', '記憶', '命運', '抉擇', '宣傳曲', '溫習', '痕跡', '總能', '日記', '眼鏡', '裝載', '氣息', '回憶', '獨處', '房間裡', '我側', '聲音', '微風', '吹動', '風鈴', '漣漪', '墜入', '時間', '渦裡', 'Mojim', '每個', '雲淡', '怎麼', '風輕', '眼淚', '隨時間', '逐漸', '地乾涸', '記憶裡', '越發', '動著', '多麼', '愛著', '換我守護', '反覆', '街景', '外套', '旁人', '清澈', '好不好', '嘲笑', '怪物', '可笑', '安心', '窗外', '身影', '也好', '熟悉', '究竟', '留下', '依然', '感到', '世界', '一定']",邱建豪,邱建豪
作詞：邱建豪作曲：邱建豪我要用黑魔法把你變成一隻魚有著炫彩斑斕的孔雀尾巴頭頂掛著燈籠 亮晶晶我要用黑魔法把你變成一隻魚圓的扁的胖的都可以再送你一顆深海大鳳梨當玩具魚 你在我的腦海裡游來游去魚 察覺不到我溶化在水裡我是優雅的空氣啊 啊 如果你變成了魚而我也變成了空氣我們就不必再分離更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 啊 啊 如果你是魚我是空氣我就是你看似不必須卻不可或缺的我要用黑魔法把你變成一隻魚你用氣泡吐出一句我愛你美好結局可不可以不只在夢裡魚 你在我的腦海裡游來游去魚 察覺不到我溶化在水裡我是優雅的空氣啊 啊 如果你變成了魚而我也變成了空氣我們就不必再分離啊 啊 如果你是魚我是空氣我就是你看似不必須卻不可或缺的,"['變成', '空氣', '黑魔法', '不必', '腦海裡', '游來', '游去魚', '察覺', '水裡', '優雅', '魚而', '我們', '分離', '是魚', '須卻', '溶化', '不可或缺', '看似', '如果', '魚有', '頭頂', '掛著', '燈籠', '我要', '魚圓', '一顆', '大鳳梨當', 'Mojim', '魚你用', '氣泡', '結局', '夢裡魚', '彩斑', '不到', '可不可以', '亮晶晶', '孔雀', '吐出', '深海', '玩具', '尾巴', '美好', '就是', '一句', '可以']",邱建豪,邱建豪
feat. 郁心作詞：邱建豪、廖郁心作曲：邱建豪、廖郁心雨聲淋濕了單人床吵醒了光線微弱的房貓咪說：再不起床會變胖於是起身推開窗想不起昨天陽光耀眼今天的雨突然下得瘋癲我說：哎 這不就是台北啦啦啦啦啦啦 你就下吧你可以帶走憂傷你不能帶走我的倔強啦啦啦啦啦啦 你就下吧你儘管怎麼張狂我就是我的晴朗空氣中潮濕的氣味更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 配上戒不掉的咖啡待辦事項總是一大堆卻忍不住一直拖延窗外天色一片灰黑但夢想是住在心裡面你說：只有自己能實現啦啦啦啦啦啦 你就下吧你可以帶走憂傷你不能帶走我的倔強啦啦啦啦啦啦 你就下吧你儘管怎麼張狂我就是我的晴朗啦啦啦啦啦啦 你就下吧你可以帶走憂傷你不能帶走我的倔強啦啦啦啦啦啦 你就下吧你儘管怎麼張狂我就是我的晴朗,"['憂傷', '倔強', '晴朗', '就是', '不能', 'feat', '廖郁心', '廖郁', '心雨', '聲淋濕', '單人床', '光線', '房貓', '會變', '推開', '陽光', '瘋癲', '這不', '空氣', '中潮', '氣味', 'Mojim', '辦事項', '總是', '但夢想', '心裡面', '實現', '灰黑', '可以', '吵醒', '配上', '想不起', '下得', '一大堆', '耀眼', '拖延', '台北', '起床', '微弱', '咖啡', '天色', '窗外', '忍不住', '起身', '昨天', '一片', '突然', '今天', '一直', '只有', '自己']",邱建豪、廖郁心,邱建豪
"作詞：邱建豪作曲：邱建豪耳朵聽不見音樂 被塞滿垃圾郵件仇恨言論包圍 怎麼逃出生天毒蛇一般的嘴爭相嚼食著早顛倒的是非噴射酸性毒液 對慾望狼吞虎嚥瞳孔辨不清真偽 被濾鏡瞎了雙眼加塊變色鏡片 醜陋想法難道就變美道貌岸然的臉包藏的禍心卻隱隱在作祟過份扭曲的世界 誰來按下重啟鍵關掉蠻橫的自卑關掉病態的自戀關掉暴力和偏見 堆砌的霸權關掉多數的奪掠關掉虛偽的假面關掉甜膩的謊言關掉阿諛的眼淚蒸餾出的罰與罪關掉一切Reset, Reset, Reset, Reset……Reset, Reset, Reset, Reset……道貌岸然的臉更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 包藏的禍心卻隱隱在作祟窮凶惡極的世界誰來按下重啟鍵關掉蠻橫的自卑關掉病態的自戀關掉暴力和偏見 堆砌的霸權關掉多數的奪掠關掉虛偽的假面關掉甜膩的謊言關掉阿諛的眼淚蒸餾出的罰與罪關掉一切關掉對立的標籤關掉藏刺的笑靨關掉人們流的血 灌溉的花蕊關掉互相傷害的行為關掉無止盡的慾念關掉無止盡的傷悲關掉遺憾的重演關掉昨天和明天打開今天打開今天打開今天打開今天","['關掉', 'Reset', '打開', '禍心', '隱隱', '下重', '啟鍵', '蠻橫', '病態', '自戀關', '偏見', '霸權', '多數', '掠關', '虛偽', '甜膩', '謊言關', '阿諛', '眼淚', '蒸餾出', '罪關', '無止', '假面', '道貌岸然', '包藏', '今天', '作祟', '堆砌', '自卑', '暴力', '狼吞', '聽不見', '音樂', '被塞滿', '郵件', '言論', '包圍', '怎麼', '生天', '嘴爭', '相嚼', '食著', '早顛', '噴射', '濾鏡', '雙眼', '加塊', '變色', '鏡片', '醜陋', '難道', '變美', '過份', 'Mojim', '窮凶', '惡極', '對立', '笑靨', '人們', '傷害', '行為', '念關', '傷悲', '遺憾', '花蕊', '一切', '毒液', '清真', '瞳孔', '世界', '重演', '毒蛇', '扭曲', '仇恨', '逃出', '酸性', '垃圾', '是非', '灌溉', '耳朵', '想法', '明天', '互相', '昨天', '一般']",邱建豪,邱建豪
作詞：邱建豪作曲：盧可沛、邱建豪(我反芻著你留下的寂寞)我反芻著你留下的寂寞以為終究能消化成自由而你已不回頭 你已不回頭我為何還原地守候在每個午夜的夢 複習著你溫柔夜色已漸濃 我隻身穿梭迷霧中探尋你消失的行蹤閃爍的路燈 不斷警告著我別再深究 你離去的理由我反芻著你留下的寂寞以為終究能消化成自由而你已不回頭 你已不回頭我為何還原地守候在每個午夜的夢 複習著你溫柔更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 是我太執著 還是你也留戀卻不說貪婪至此不願放手 成了思念的魔是我太執著 還是你也留戀卻不說貪婪至此不願放手 成了思念的魔是我太執著 還是你也留戀卻不說貪婪至此不願放手 成了思念的魔是我太執著 還是你也留戀卻不說貪婪至此不願放手 成了思念的魔我反芻著你留下的寂寞以為終究能消化成自由而你已不回頭 你已不回頭我為何還原地守候在每個午夜的夢 複習著你溫柔到什麼時候 我才能向前走[00:00.00]理想混蛋 - 我反芻著你留下的寂寞[00:07.00][00:08.00]作詞：邱建豪 作曲：盧可沛、邱建豪[00:09.00][00:10.01]我反芻著你留下的寂寞[00:19.19]以為終究能消化成自由[00:27.92]而你已不回頭 你已不回頭[00:32.61]我為何還原地守候[00:37.22]在每個午夜的夢 複習著你溫柔[00:45.15][01:06.67]夜色已漸濃 我隻身穿梭迷霧中[01:13.18]探尋你消失的行蹤[01:16.76][01:25.03]閃爍的路燈 不斷警告著我[01:31.23]別再深究 你離去的理由[01:35.40][01:45.40]我反芻著你留下的寂寞[01:54.66]以為終究能消化成自由[02:03.38]而你已不回頭 你已不回頭[02:08.19]我為何還原地守候[02:12.72]在每個午夜的夢 複習著你溫柔[02:21.50][02:23.24]是我太執著 還是你也留戀卻不說[02:27.84]貪婪至此不願放手 成了思念的魔[02:32.46]是我太執著 還是你也留戀卻不說[02:37.12]貪婪至此不願放手 成了思念的魔[02:41.82]是我太執著 還是你也留戀卻不說[02:46.43]貪婪至此不願放手 成了思念的魔[02:51.11]是我太執著 還是你也留戀卻不說[02:55.75]貪婪至此不願放手[03:00.98]成了思念的魔[03:02.46][03:02.68]我反芻著你留下的寂寞[03:11.52]以為終究能消化成自由[03:20.27]而你已不回頭 你已不回頭[03:24.96]我為何還原地守候[03:29.64]在每個午夜的夢 複習著你溫柔[03:38.16][03:39.53]到什麼時候 我才能向前走[03:50.57][03:54.24]END 感謝 野糜  提供動態歌詞,"['回頭', '是我太', '反芻著', '執著', '還是', '留戀', '貪婪', '不願', '以為', '終究能', '何還', '每個', '習著', '溫柔', '放手', '思念', '寂寞', '至此', '守候', '午夜', '原地', '留下', '消化', '我為', '自由', '漸濃', '迷霧', '探尋', '不斷', '什麼', '時候', '深究', '穿梭', '向前走', '夜色', '警告', '理由', '消失', '我別', 'Mojim', '閃爍', 'END', '感謝', '野糜', '動態', '才能', '混蛋', '理想', '提供']",邱建豪,邱建豪
作詞：邱建豪作曲：邱建豪信仰荒蕪了城市以後，人群掙扎索求；氧氣、光線都衰弱。花火的殘燼，憤怒依舊；哀哉地控訴，竊取時間的小偷。灰佔據了眼底，抬頭不見星；執迷推遲善意，萬籟皆俱寂。末日醒悟人性，失明才看清；白晝將盡，破壞才有生機。「切莫溫馴地步入良夜…」焰影裡翩翩起舞的人啊，掏空了山與海；碎片裡尋找著出口。懸日枯萎在視線盡頭；更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 最後的禱文，懺悔不曾犯過的錯。灰佔據了眼底，抬頭不見星；執迷推遲善意，萬籟皆俱寂。末日醒悟人性，失明才看清；白晝將盡，破壞才有生機。「切莫溫馴地步入良夜…」箴言的嘴，也能將燭火給吹滅；造物的手，也可以選擇摧毀。箴言的嘴，也能將燭火給吹滅；造物的手，也可以選擇摧毀。箴言的嘴，也能將燭火給吹滅；造物的手，也可以選擇摧毀。箴言的嘴，也能將燭火給吹滅；造物的手，也可以選擇摧毀。,"['將燭', '火給', '吹滅', '選擇', '摧毀', '造物', '箴言', '良夜', '灰佔據', '抬頭', '不見星', '執迷', '推遲', '萬籟皆俱寂', '白晝', '將盡', '破壞', '溫馴', '有生', '切莫', '失明', '眼底', '善意', '末日', '醒悟', '人性', '看清', '步入', '可以', '索求', '哀哉', '荒蕪', '掙扎', '氧氣', '光線', '花火', '殘燼', '憤怒', '依舊', '控訴', '竊取', '時間', '影裡', '裡尋找', '懸日', '視線', '盡頭', 'Mojim', '最後的', '禱文', '懺悔', '犯過', '翩翩起舞', '掏空', '枯萎', '小偷', '衰弱', '碎片', '信仰', '不曾', '人群', '出口', '城市']",邱建豪,邱建豪
"作詞：邱建豪作曲：邱建豪耳朵聽不見音樂 被塞滿垃圾郵件仇恨言論包圍 怎麼逃出生天毒蛇一般的嘴 爭相嚼食著早顛倒的是非噴射酸性毒液 對慾望狼吞虎嚥瞳孔辨不清真偽 被濾鏡瞎了雙眼加塊變色鏡片 醜陋想法難道就變美道貌岸然的臉 包藏的禍心卻隱隱在作祟過份扭曲的世界 誰來按下重啟鍵關掉蠻橫的自卑 關掉病態的自戀關掉暴力和偏見堆砌的霸權關掉多數的奪掠關掉虛偽的假面 關掉甜膩的謊言關掉鱷魚的眼淚 蒸餾出的罰與罪關掉一切Reset, Reset, Reset, Reset……Reset, Reset, Reset, Reset……更多更詳盡歌詞 在 ※ Mojim.com　魔鏡歌詞網 道貌岸然的臉 包藏的禍心卻隱隱在作祟窮凶惡極的世界 誰來按下重啟鍵關掉蠻橫的自卑 關掉病態的自戀關掉暴力和偏見堆砌的霸權關掉多數的奪掠關掉虛偽的假面 關掉甜膩的謊言關掉鱷魚的眼淚 蒸餾出的罰與罪關掉一切關掉對立的標籤 關掉藏刺的笑靨關掉人們流的血 灌溉的花蕊關掉互相傷害的行為關掉無止盡的慾念 關掉無止盡的傷悲關掉遺憾的重演 關掉昨天和明天打開今天打開今天打開今天","['關掉', 'Reset', '打開', '禍心', '隱隱', '下重', '啟鍵', '蠻橫', '病態', '自戀關', '偏見', '霸權', '多數', '掠關', '虛偽', '甜膩', '謊言關', '鱷魚', '眼淚', '蒸餾出', '罪關', '無止', '假面', '道貌岸然', '包藏', '作祟', '堆砌', '自卑', '暴力', '今天', '狼吞', '聽不見', '音樂', '被塞滿', '郵件', '言論', '包圍', '怎麼', '生天', '爭相嚼', '食著', '早顛', '噴射', '濾鏡', '雙眼', '加塊', '變色', '鏡片', '醜陋', '難道', '變美', '過份', 'Mojim', '窮凶', '惡極', '對立', '笑靨', '人們', '傷害', '行為', '傷悲', '遺憾', '花蕊', '一切', '毒液', '清真', '瞳孔', '世界', '重演', '毒蛇', '扭曲', '仇恨', '逃出', '酸性', '垃圾', '是非', '灌溉', '耳朵', '想法', '明天', '互相', '昨天', '一般']",邱建豪,邱建豪
